"goalkeeper","birthPlace","team","ground"
"Renze Fij","Netherlands","Twente","De Grolsch Veste"
"Renze Fij","Netherlands","Football Club Twente","De Grolsch Veste"
"Reza Mohammadi","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Riccardo Ajmone-Marsan","Italy","Juventus","Juventus Stadium"
"Riccardo Ajmone-Marsan","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Robert Böhm","Poland","KFC Uerdingen 05","Grotenburg-Stadion"
"Robert Böhm","Poland","Krefelder Fußballclub","Grotenburg-Stadion"
"Robert Böhm","Poland","Uerdingen 05 e.V.","Grotenburg-Stadion"
"Roberto Anzolin","Italy","Juventus","Juventus Stadium"
"Roberto Anzolin","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Roberto Sorrentino","Italy","Napoli","San Paolo"
"Roberto Sorrentino","Italy","Napoli","Stadio San Paolo"
"Roberto Sorrentino","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Roberto Sorrentino","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Roberto Tancredi","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Roberto Tancredi","Italy","Juventus","Juventus Stadium"
"Robin Udegbe","Germany","Fortuna 1895 e.V.","ESPRIT arena"
"Robin Udegbe","Germany","Uerdingen 05 e.V.","Grotenburg-Stadion"
"Robin Udegbe","Germany","KFC Uerdingen 05","Grotenburg-Stadion"
"Robin Udegbe","Germany","Krefelder Fußballclub","Grotenburg-Stadion"
"Robin Udegbe","Germany","Fortuna Düsseldorf","ESPRIT arena"
"Robin Udegbe","Germany","Düsseldorfer Turn- und Sportverein","ESPRIT arena"
"Rodrigo Galatto","Brazil","Málaga Club de Fútbol","La Rosaleda"
"Rodrigo Galatto","Brazil","Juventude","Estádio Alfredo Jaconi"
"Rodrigo Galatto","Brazil","Málaga","La Rosaleda"
"Rodrigo Galatto","Brazil","Málaga Club de Fútbol","Estadio La Rosaleda"
"Rodrigo Galatto","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rodrigo Galatto","Brazil","Málaga","Estadio La Rosaleda"
"Rodrigo José Galatto","Brazil","Málaga Club de Fútbol","La Rosaleda"
"Rodrigo José Galatto","Brazil","Juventude","Estádio Alfredo Jaconi"
"Rodrigo José Galatto","Brazil","Málaga","La Rosaleda"
"Rodrigo José Galatto","Brazil","Málaga Club de Fútbol","Estadio La Rosaleda"
"Rodrigo José Galatto","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rodrigo José Galatto","Brazil","Málaga","Estadio La Rosaleda"
"Rubens Fernando Moedim","Brazil","Juventus","Juventus Stadium"
"Rubens Fernando Moedim","Brazil","Juventus Football ClubS.p.A.","Juventus Stadium"
"Rubinho","Brazil","Juventus Football ClubS.p.A.","Juventus Stadium"
"Rubinho","Brazil","Juventus","Juventus Stadium"
"Rui Patrício","Portugal","Sporting CP","Estádio José Alvalade"
"Rui Patrício","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Rui Pedro dos Santos Patrício","Portugal","Sporting CP","Estádio José Alvalade"
"Rui Pedro dos Santos Patrício","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Rémy Riou","France","Lyon","Parc Olympique Lyonnais"
"Rémy Riou","France","Olympique Lyonnais","Parc Olympique Lyonnais"
"Rémy Vercoutre","France","Lyon","Parc Olympique Lyonnais"
"Rémy Vercoutre","France","Olympique Lyonnais","Parc Olympique Lyonnais"
"Rúben Alfaiate","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Alfaiate","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Alfaiate","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Rúben Alfaiate","Portugal","Benfica","Estádio da Luz"
"Rúben Correia Alfaiate","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Correia Alfaiate","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Correia Alfaiate","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"Rúben Correia Alfaiate","Portugal","Benfica","Estádio da Luz"
"Sadok Sassi","Tunisia","Club Africain","Stade Olympique de Radès"
"Sammy Adjei","Ghana","Club Africain","Stade Olympique de Radès"
"Samuel Adjei","Ghana","Club Africain","Stade Olympique de Radès"
"Sander Westerveld","Netherlands","Twente","De Grolsch Veste"
"Sander Westerveld","Netherlands","Football Club Twente","De Grolsch Veste"
"Sandip Nandy","India","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sandip Nandy","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Sandip Nandy","India","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Sandip Nandy","India","East Bengal Football Club","Salt Lake Stadium"
"Sandip Nandy","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Sandip Nandy","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Sandip Nandy","India","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Sandip Nandy","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sanjiban Ghosh","India","Southern Samity","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sanjiban Ghosh","India","Southern Samity","সল্ট লেক স্টেডিয়াম"
"Sanjiban Ghosh","India","Southern Samity","Salt Lake Stadium"
"Sanjiban Ghosh","India","Southern Samity","Vivekananda Yuva Bharati Krirangan"
"Sanjiban Ghosh","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Sanjiban Ghosh","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Sari van Veenendaal","Netherlands","FC Twente","De Grolsch Veste"
"Sayan Roy","India","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
"Sayan Roy","India","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Sayan Roy","India","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sayan Roy","India","Pailan Arrows","Salt Lake Stadium"
"Sebastian Dumitru Huţan","Romania","Universitatea Cluj","Cluj Arena"
"Sebastian Dumitru Huţan","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Sebastian Huţan","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Sebastian Huţan","Romania","Universitatea Cluj","Cluj Arena"
"Sebastian Huțan","Romania","Universitatea Cluj","Cluj Arena"
"Sebastian Huțan","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Sergio Arias","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Sergio Daniel Galarza Solíz","Bolivia","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio Daniel Galarza Solíz","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio Galarza","Bolivia","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio Galarza","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio Javier Arias Delgado","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Sergio Pedro Schulmeister","Buenos Aires Province","Huracán","Estadio Tomás A. Ducó"
"Sergio Pedro Schulmeister","Buenos Aires Province","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Pedro Schulmeister","Argentina","Huracán","Estadio Tomás A. Ducó"
"Sergio Pedro Schulmeister","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeister","Buenos Aires Province","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeister","Buenos Aires Province","Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeister","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeister","Argentina","Huracán","Estadio Tomás A. Ducó"
"Seyed Behzad Gholampour","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Seyed Behzad Gholampour","Iran","Esteghlal","Azadi Stadium"
"Seyed Behzad Gholampour","Iran","استقلال","Azadi Stadium"
"Seyed Mehdi Eslami Shahrbabaki","Iran","استقلال","Azadi Stadium"
"Seyed Mehdi Eslami Shahrbabaki","Iran","Esteghlal","Azadi Stadium"
"Seyed Mehdi Eslami Shahrbabaki","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Shahab Gordan","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Shahabeddin Gordan","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Shilton Pal","India","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Pal","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","India","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pal","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Pal","India","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","India","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pal","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pal","India","Atlético de Kolkata","Salt Lake Stadium"
"Shilton Pal","India","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Pal","India","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Shilton Pal","India","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton Pal","West Bengal","Atlético de Kolkata","Salt Lake Stadium"
"Shilton Pal","West Bengal","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pal","West Bengal","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","West Bengal","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Pal","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton Pal","West Bengal","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pal","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","West Bengal","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Pal","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Pal","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pal","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","India","Atlético de Kolkata","Salt Lake Stadium"
"Shilton Paul","India","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","India","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","India","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton Paul","India","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","India","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","India","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","India","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Paul","West Bengal","Atlético de Kolkata","Salt Lake Stadium"
"Shilton Paul","West Bengal","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","West Bengal","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","West Bengal","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton Paul","West Bengal","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","West Bengal","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Paul","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Silvio Dulcich","Argentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Silvio Luiz","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Silvio Luiz","Brazil","Juventude","Estádio Alfredo Jaconi"
"Silvio Luiz Oliveira de Paula","Brazil","Juventude","Estádio Alfredo Jaconi"
"Silvio Luiz Oliveira de Paula","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Silvio Marcos Dulcich","Argentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Sonny Stevens","Netherlands","Jong FC Twente","De Grolsch Veste"
"Sonny Stevens","Netherlands","Twente","De Grolsch Veste"
"Sonny Stevens","Netherlands","Football Club Twente","De Grolsch Veste"
"Sosha Makani","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Sosha Makani","Iran","Naft Tehran","Takhti Tehran"
"Sosha Makani","Iran","نفت تهران","Takhti Tehran"
"Sosha Makani","Iran","Naft Tehran Football Club","Takhti Tehran"
"Sosha Makani","Iran","نفت تهران","Takhti Tehran Stadium"
"Sosha Makani","Iran","Naft Tehran","Takhti Tehran Stadium"
"Sosha Makani","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Sosha Makani","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Sosha Makani","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"Sotirios Liberopoulos","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotirios Liberopoulos","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotirios Liberopoulos","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotirios Liberopoulos","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Sotirios Liberopoulos","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Sotirios Liberopoulos","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Sotiris Liberopoulos","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiris Liberopoulos","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiris Liberopoulos","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiris Liberopoulos","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Sotiris Liberopoulos","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Sotiris Liberopoulos","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Stefano Tacconi","Italy","Juventus","Juventus Stadium"
"Stefano Tacconi","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Subhasish Roy Chowdhury","West Bengal","Atlético de Kolkata","Salt Lake Stadium"
"Subhasish Roy Chowdhury","West Bengal","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subhasish Roy Chowdhury","West Bengal","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Subhasish Roy Chowdhury","West Bengal","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Subhasish Roy Chowdhury","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Subhasish Roy Chowdhury","West Bengal","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subhasish Roy Chowdhury","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Subhasish Roy Chowdhury","West Bengal","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Subhasish Roy Chowdhury","West Bengal","East Bengal Football Club","Salt Lake Stadium"
"Subhasish Roy Chowdhury","West Bengal","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subhasish Roy Chowdhury","West Bengal","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Subhasish Roy Chowdhury","West Bengal","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pal","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Subrata Pal","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subrata Pal","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Pal","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pal","West Bengal","East Bengal Football Club","Salt Lake Stadium"
"Subrata Pal","West Bengal","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subrata Pal","West Bengal","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Pal","West Bengal","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pal","West Bengal","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Subrata Pal","West Bengal","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Subrata Pall","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Subrata Pall","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subrata Pall","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Pall","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pall","West Bengal","East Bengal Football Club","Salt Lake Stadium"
"Subrata Pall","West Bengal","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subrata Pall","West Bengal","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Pall","West Bengal","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pall","West Bengal","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Subrata Pall","West Bengal","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Sérgio","Brazil","Vitória","Estádio Manoel Barradas"
"Sérgio","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Sérgio","Brazil","Esporte Clube Vitória","Barradão"
"Sérgio","Brazil","Vitória","Barradão"
"Sérgio Luís de Araújo","Brazil","Vitória","Estádio Manoel Barradas"
"Sérgio Luís de Araújo","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Sérgio Luís de Araújo","Brazil","Esporte Clube Vitória","Barradão"
"Sérgio Luís de Araújo","Brazil","Vitória","Barradão"
"Taha Zareei","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Taha Zareei","Iran","Esteghlal","Azadi Stadium"
"Taha Zareei","Iran","استقلال","Azadi Stadium"
"Theo Snelders","Netherlands","Football Club Twente","De Grolsch Veste"
"Theo Snelders","Netherlands","Twente","De Grolsch Veste"
"Theodorus Antonius Gerardus Snelders","Netherlands","Twente","De Grolsch Veste"
"Theodorus Antonius Gerardus Snelders","Netherlands","Football Club Twente","De Grolsch Veste"
"Theofanis Katergiannakis","Greece","Sevilla","Estadio Ramón Sánchez Pizjuán"
"Theofanis Katergiannakis","Greece","Sevilla Fútbol ClubSAD","Estadio Ramón Sánchez Pizjuán"
"Theofanis Katergiannakis","Greece","Sevilla","Ramón Sánchez Pizjuán"
"Theofanis Katergiannakis","Greece","Sevilla Fútbol ClubSAD","Ramón Sánchez Pizjuán"
"Theologis Papadopoulos","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Theologis Papadopoulos","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Theologis Papadopoulos","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Theologis Papadopoulos","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Theologis Papadopoulos","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Theologis Papadopoulos","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Thomas N'Kono","Cameroon","Canon Kpakum Yaoundé","Stade Ahmadou Ahidjo"
"Thomas N'Kono","Cameroon","Reial Club Deportiu","RCDE Stadium"
"Thomas N'Kono","Cameroon","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"Thomas N'Kono","Cameroon","Espanyol","RCDE Stadium"
"Timothy Nocchi","Italy","Juventus","Juventus Stadium"
"Timothy Nocchi","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Toni Turek","Germany","Düsseldorfer Turn- und Sportverein","ESPRIT arena"
"Toni Turek","Germany","Fortuna Düsseldorf","ESPRIT arena"
"Toni Turek","Germany","Fortuna 1895 e.V.","ESPRIT arena"
"Tyson Caiado","India","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Tyson Caiado","India","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Tyson Caiado","India","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Tyson Caiado","India","East Bengal Football Club","Salt Lake Stadium"
"Ubaldo Fillol","Buenos Aires Province","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Fillol","Buenos Aires Province","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Fillol","Buenos Aires Province","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo Fillol","Buenos Aires Province","Atlético Madrid","Vicente Calderón"
"Ubaldo Fillol","Argentina","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Fillol","Argentina","Atlético Madrid","Vicente Calderón"
"Ubaldo Fillol","Argentina","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo Fillol","Argentina","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Matildo Fillol","Buenos Aires Province","Atlético Madrid","Vicente Calderón"
"Ubaldo Matildo Fillol","Buenos Aires Province","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo Matildo Fillol","Buenos Aires Province","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Matildo Fillol","Buenos Aires Province","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Matildo Fillol","Argentina","Club Atlético de Madrid, S.A.D.","Estadio Vicente Calderón"
"Ubaldo Matildo Fillol","Argentina","Club Atlético de Madrid, S.A.D.","Vicente Calderón"
"Ubaldo Matildo Fillol","Argentina","Atlético Madrid","Estadio Vicente Calderón"
"Ubaldo Matildo Fillol","Argentina","Atlético Madrid","Vicente Calderón"
"Ugo Amoretti","Italy","Juventus","Juventus Stadium"
"Ugo Amoretti","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Ulrich Ramé","France","Bordeaux","Matmut Atlantique"
"Ulrich Ramé","France","Girondins de Bordeaux","Matmut Atlantique"
"Ulrich Ramé","France","Football Club des","Matmut Atlantique"
"Vahid Sheikhveisi","Iran","Naft Tehran","Takhti Tehran"
"Vahid Sheikhveisi","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"Vahid Sheikhveisi","Iran","Naft Tehran","Takhti Tehran Stadium"
"Vahid Sheikhveisi","Iran","نفت تهران","Takhti Tehran"
"Vahid Sheikhveisi","Iran","نفت تهران","Takhti Tehran Stadium"
"Vahid Sheikhveisi","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Vahid Sheikhveisi","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Vahid Sheikhveisi","Iran","Naft Tehran Football Club","Takhti Tehran"
"Victor Golas","Brazil","Sporting Clube de Portugal","Estádio José Alvalade"
"Victor Golas","Brazil","Sporting CP","Estádio José Alvalade"
"Victor Hugo Mateus Golas","Brazil","Sporting Clube de Portugal","Estádio José Alvalade"
"Victor Hugo Mateus Golas","Brazil","Sporting CP","Estádio José Alvalade"
"Vinay Singh","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Vinay Singh","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Vinay Singh","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Vinay Singh","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Vinícius","Brazil","Vitória","Estádio Manoel Barradas"
"Vinícius","Brazil","Esporte Clube Vitória","Barradão"
"Vinícius","Brazil","Vitória","Barradão"
"Vinícius","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Vinícius Barrivieira","Brazil","Vitória","Barradão"
"Vinícius Barrivieira","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Vinícius Barrivieira","Brazil","Vitória","Estádio Manoel Barradas"
"Vinícius Barrivieira","Brazil","Esporte Clube Vitória","Barradão"
"Vladimir George Niculescu","Romania","Universitatea Cluj","Cluj Arena"
"Vladimir George Niculescu","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Vladimir Niculescu","Romania","Universitatea Cluj","Cluj Arena"
"Vladimir Niculescu","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Volkmar Groß","Germany","Football Club Twente","De Grolsch Veste"
"Volkmar Groß","Germany","Twente","De Grolsch Veste"
"Víctor Hugo Hernández","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Walter Pontel","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Walter Pontel","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Walter Pontel","Italy","Napoli","San Paolo"
"Walter Pontel","Italy","Napoli","Stadio San Paolo"
"Wellington Lima","Brazil","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Wellington Lima","Brazil","NorthEast United FC","Indira Gandhi Athletic Stadium"
