"musician","genre","instrument"
"Taylor Spencer","Dance-rockk","Drumss"
"Taylor Spencer","Dance-rockk","Guitar"
"Taylor Spencer","Dance-rock","Vocals"
"Taylor Spencer","Dance-punkk","Drumms"
"Taylor Spencer","Dannce-punkk","Guitaar"
"Taylor Spencer","Dance-punkkk","Vocalss"
"TeeWanz","Poop musicc","Vocals"
"TeeWanz","Alternative hip hoppp","Voccals"
"TeeWanz","Hip hoop musicc","Vocalss"
"TeeWanz","Contemporary R&BB","Vocalss"
"Tekzilla","Hip hop musicc","DDrums"
"Tekzilla","Hip hop musicc","Keyboard instrument"
"Tekzilla","Hip hop musicc","Sampler (musical instrument))"
"Terrar","Hip hop musicc","Vocalss"
"Texas Tornado, Atomic Guitar","Bluuess","Human voice"
"Texas Tornado, Atomic Guitar","Bluees","Guiitar"
"The Atomic Clock, The Human Drum Machine","Thrash metaal","Guitarr"
"The Atomic Clock, The Human Drum Machine","Thrash metaall","Percussion"
"The Atomic Clock, The Human Drum Machine","Thrash metal","Drum kitt"
"The Atomic Clock, The Human Drum Machine","Industrial metall","Drum kit"
"The Atomic Clock, The Human Drum Machine","Induustrial metal","Percussion"
"The Atomic Clock, The Human Drum Machine","Industrial meetall","Guitar"
"The Atomic Clock, The Human Drum Machine","Black metall","Percussionn"
"The Atomic Clock, The Human Drum Machine","BBlack metall","Drum kitt"
"The Atomic Clock, The Human Drum Machine","Blaack metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Death mmetal","Guitar"
"The Atomic Clock, The Human Drum Machine","Death metalll","Percussiion"
"The Atomic Clock, The Human Drum Machine","Death metal","Drum kit"
"The Atomic Clock, The Human Drum Machine","Heavvy metal musicc","Drum kit"
"The Atomic Clock, The Human Drum Machine","Heavy metal  music","Percussionn"
"The Atomic Clock, The Human Drum Machine","Heavy metal musicc","Guiitar"
"The Atomic Clock, The Human Drum Machine","Techniccal death metall","Guitarr"
"The Atomic Clock, The Human Drum Machine","Technical deathh metall","Percussionn"
"The Atomic Clock, The Human Drum Machine","Technical  death metal","Drum kitt"
"The Atomic Clock, The Human Drum Machine","Melodic death metal","Guitar"
"The Atomic Clock, The Human Drum Machine","Melodic death metaall","Percussionn"
"The Atomic Clock, The Human Drum Machine","Melodic death metalll","Drum kitt"
"The Atomic Clock, The Human Drum Machine","Grroove metall","Percussion"
"The Atomic Clock, The Human Drum Machine","Grooove metall","Guuitar"
"The Atomic Clock, The Human Drum Machine","Groove metal","Drum kitt"
"The Be-Bop Boy, The Pepticon Boy","Bluess","Drum"
"The Be-Bop Boy, The Pepticon Boy","BBllues","Electric guitar"
"The Be-Bop Boy, The Pepticon Boy","Bllues","Guitarr"
"The Be-Bop Boy, The Pepticon Boy","Blues","Harmmonica"
"The Be-Bop Boy, The Pepticon Boy","Bllues","Sinnging"
"The Blues Doctor","Electric bluess","Guitar"
"The Blues Doctor","Electric bluess","Human voiice"
"The Blues Doctor","Soul bluess","Guitarr"
"The Blues Doctor","Soul bluess","Human voice"
"The Buddha","Funkk","Bass guitar"
"The Buddha","Soul musiccc","Bass guitarr"
"The Buddha","Jazz ffusionn","Bass guitarr"
"The Caped Commander, The Bat Commander, MC Bat Commander","Synthpoppp","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","New wave musicc","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","Punk rocck","Singing"
"The Caped Commander, The Bat Commander, MC Bat Commander","Rock musicc","Singingg"
"The Caped Commander, The Bat Commander, MC Bat Commander","Skaaa","Singing"
"The Devil, Boots Electric, J Devil","Blues rockk","Bass guitarr"
"The Devil, Boots Electric, J Devil","BBlues rock","Fllute"
"The Devil, Boots Electric, J Devil","Blues rock","Guitar"
"The Devil, Boots Electric, J Devil","Blues rockkk","Percussiion"
"The Devil, Boots Electric, J Devil","Blues rrock","Singiing"
"The Devil, Boots Electric, J Devil","Hard rock","Bass gguitar"
"The Devil, Boots Electric, J Devil","Hard rockk","Flutee"
"The Devil, Boots Electric, J Devil","Haard rockk","Guitar"
"The Devil, Boots Electric, J Devil","Hard rockk","Percussionn"
"The Devil, Boots Electric, J Devil","Hard  rockk","Singingg"
"The Devil, Boots Electric, J Devil","Garage rock revival","Bass guitar"
"The Devil, Boots Electric, J Devil","Garage rock reviivall","Flutee"
"The Devil, Boots Electric, J Devil","Garage rock revival","Guitarr"
"The Devil, Boots Electric, J Devil","Garage rock revivalll","Percussionn"
"The Devil, Boots Electric, J Devil","Garage  rock revival","Singingg"
"The Devil, Boots Electric, J Devil","AAlternative rockk","Bass guitarr"
"The Devil, Boots Electric, J Devil","Alternative rock","Flutee"
"The Devil, Boots Electric, J Devil","Alteernative  rock","Guitar"
"The Devil, Boots Electric, J Devil","Alternative rockkk","Percussionn"
"The Devil, Boots Electric, J Devil","Alternative rockk","Singing"
"The Finisher/The Wallop King, DJ Mister Cee","HHip hop music","Percussion instrument"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hoop musicc","Keyboard instrumentt"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hop mussic","Sampler (musical instrument)"
"The Finisher/The Wallop King, DJ Mister Cee","Hip hop music","Turntablism"
"The General","Pop musicc","Piaano"
"The General","Pop muusic","Keyboard instrument"
"The General","Pop musicc","Vocals"
"The General","Soul musiccc","Pianoo"
"The General","Soul musicc","Keyboard instrument"
"The General","Soul musiccc","Vocalss"
"The General","Contempoorary R&B","Pianoo"
"The General","Contemporary R&B","Keyboard instrument"
"The General","Contemporary R&B","Vocalss"
"The Glitter Man","Easy listeningg","Siinging"
"The Glitter Man","Eaasy listeningg","Baldwin Pianoo"
"The Glitter Man","Easy llisteningg","Piano"
"The Great Lady of Country Music","Counttry musicc","Singingg"
"The Great Lady of Country Music","Country pop","Singing"
"The Groovemaster","Bllues rock","Bass guitar"
"The Groovemaster","Blues rrockk","UUpright bass"
"The Groovemaster","Funk musicc","Bass guitar"
"The Groovemaster","Fuunk music","Uprright bass"
"The Groovemaster","Bluesss","Bass guitarr"
"The Groovemaster","Bluuees","Upright basss"
"The Groovemaster","Jazzzz","Bass guuitar"
"The Groovemaster","Jazzz","Upright basss"
"The Groovemaster","Soul  music","Bass guitar"
"The Groovemaster","Soul musiccc","Upright basss"
"The Incredible Jimmy Smith","Jazz fusionn","Hammond orgaan"
"The Incredible Jimmy Smith","Mainstream jjazzz","Hammond organn"
"The Incredible Jimmy Smith","Hard bopp","Hammond organn"
"The Incredible Jimmy Smith","JJazz-fuunk","Hammond organn"
"The Invisible Floating Torso Man (Make Yourself)","Funk metall","Basss guitar"
"The Invisible Floating Torso Man (Make Yourself)","FFunk metall","Guitar"
"The Invisible Floating Torso Man (Make Yourself)","Funk metall","Percussion"
"The Invisible Floating Torso Man (Make Yourself)","Funk metall","Singingg"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rockk","Bass guitar"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rockkk","Guitar"
"The Invisible Floating Torso Man (Make Yourself)","Alternaative rock","Percussioon"
"The Invisible Floating Torso Man (Make Yourself)","Alternative rockkk","Singing"
"The King of Bling","Easy listeningg","Singingg"
"The King of Bling","Easy listeningg","Piano"
"The King of Bling","Easy listeniing","Baldwin Piaano"
"The King of the Swing","Traditional poppp","Human voicee"
"The King of the Swing","Traditional poppp","Trumpett"
"The King of the Swing","Jazzz","Human voice"
"The King of the Swing","Jazzz","Trumpet"
"The King of the Swing","Swing musicc","Human voice"
"The King of the Swing","Swinng music","Trumpet"
"The Living Fire, Poor People Defender, Chuck Fender","Regggae","Vocaals"
"The Lone Wolf","Texas blues","Lap steeel guitar"
"The Lone Wolf","Texas bluess","Human voicee"
"The Lone Wolf","Texas bluess","Slide gguitar"
"The Mole","Blues rockkk","Bass guitarr"
"The Mole","Blues rockkk","Double basss"
"The Mole","Bllues rock","Elecctric guitar"
"The Mole","BBluess rock","Fender Precision Bass"
"The Mole","Bluees rock","Double Basss"
"The Mole","Bluesss","Bass guitarr"
"The Mole","Bluuess","Double baass"
"The Mole","Blues","Electric guitarr"
"The Mole","Bluess","Fender Precision Bass"
"The Mole","BBluess","Double Basss"
"The Mole","Rock and  rolll","Bass guittar"
"The Mole","Rock  and roll","Double bass"
"The Mole","Rock and rollll","Electric guitarr"
"The Mole","Rock and rolll","Fender Precision Bass"
"The Mole","Rock and roll","Doublle Bass"
"The Mole","Avant-gardee","Basss guitar"
"The Mole","Avaant-garde","Double bass"
"The Mole","Avant-garrdde","Electric guitarr"
"The Mole","Avant-garddee","Fenderr Precision Bass"
"The Mole","Avant-garrde","Double Bass"
"The New Prince of the Accordion","Zydecooo","Accordion"
"The New Prince of the Accordion","Zydecoo","Singer"
"The Queen of the Blues","Chicago blues","Human voice"
"The Queen of the Blues","Detroitt bluess","Human voicee"
"The Queen of the Blues","Jump blues","Human voice"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&BB","Drum machine"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&&BB","Drumss"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&BBB","Bass guitarr"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&&BB","Guitarr"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&BBB","Phonographh"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&BBB","Keyboard instrumentt"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","RR&&B","Sampler (musical instrument))"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&BB","Synthesizerss"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&BB","Vocalss"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop musiicc","Drum machinne"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop musicc","Drums"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip  hop musicc","Bass guitar"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop musicc","Guuitar"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hiip  hop music","Phhonograph"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","HHip hop music","Keyboard instrument"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop musiccc","Sampler (musical instrument)"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop musiccc","Synthesizerss"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop musiccc","Vocals"
"The Salesman, Chilli con Carney","Blues rockk","Ludwig Drumss"
"The Salesman, Chilli con Carney","Blues rocck","Bass guitarr"
"The Salesman, Chilli con Carney","Blues rockk","Drum kitt"
"The Salesman, Chilli con Carney","Blues roockk","Guitarr"
"The Salesman, Chilli con Carney","Blues rocck","Keyboard instrument"
"The Salesman, Chilli con Carney","Blues rock","Paisste"
"The Salesman, Chilli con Carney","Indie rockk","Ludwig Drums"
"The Salesman, Chilli con Carney","Indiee rock","Bass guitar"
"The Salesman, Chilli con Carney","Indie rockk","Drum kitt"
"The Salesman, Chilli con Carney","Indie rockk","Guiitar"
"The Salesman, Chilli con Carney","Indie rockk","Keyboard instrumentt"
"The Salesman, Chilli con Carney","Indie rockkk","Paaiste"
"The Salesman, Chilli con Carney","Garage  rock","Ludwig Drumss"
"The Salesman, Chilli con Carney","Garage rockkk","Bass guitar"
"The Salesman, Chilli con Carney","Garage rockk","Drum kiit"
"The Salesman, Chilli con Carney","Garage rock","Guitar"
"The Salesman, Chilli con Carney","Garage rockk","Keyboard instrrument"
"The Salesman, Chilli con Carney","Garaage rock","PPaiste"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Cornett"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funkk","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G--ffunk","Pianoo"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-fuunk","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-ffunkk","Keyboardss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funnk","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Sampler (musical instrument))"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funnkk","Vocalss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rappp","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty  rapp","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty raapp","Synthesizerr"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirtyy rap","Keyboardss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rapp","Pro Toolss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rapp","Samppler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rapp","Vocalss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop  souul","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","HHip hop soul","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Pianno"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hoop soul","Synthhesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soull","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soull","Pro Toolss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip  hop soull","Sampler (musical instrument))"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soull","Vocalls"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rapp","Cornett"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rapp","Drum kitt"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz  raap","Pianoo"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rappp","Synthesizerr"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rapp","Keyyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rappp","Pro Toolss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rappp","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Vocalss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","HHip hop musicc","Cornett"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop musiicc","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop musicc","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hhop musicc","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop musicc","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop  musicc","Pro Toolss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hoop musicc","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hoop musicc","Vocals"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporarry R&BB","Drum kitt"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemmporary R&BB","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Synthesizerr"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&BBB","Keyboardss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&BBB","Pro Toolss"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&BB","Sampler (mmusical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporrary R&B","Voocals"
"The Snake","Blues rockk","Guitar"
"The Snake","Blues rockk","Gibson Les Paull"
"The Snake","Bluess","GGuitar"
"The Snake","Bluesss","Gibson Les Paul"
"The Snake","Rock and rolll","Guitarr"
"The Snake","Rock and roll","Gibson Les Paul"
"The Texas Nightingale","Bluess","Human voice"
"The Texas Nightingale","Bluess","Piano"
"The Texas Troubadour","CCountry musicc","Acoustic guitarr"
"The Texas Troubadour","Hoonky tonk","Acoustic guitarr"
"The Walker","Jazz","Double basss"
"The Younger Soul Brother","Eaast Coast hip hop","E-mu SPP-1200"
"The Younger Soul Brother","East Coast hip hoppp","Sampler (musical instrument)"
"The Younger Soul Brother","Jazz rap","E-mu SP-12000"
"The Younger Soul Brother","Jazz rappp","Saampler (musical instrument)"
"TheGoodBerry","Trap musicc","FL Studioo"
"TheGoodBerry","Trap mussicc","Vocalss"
"TheGoodBerry","Hip hop music","FL Studio"
"TheGoodBerry","Hip hop musicc","Vocals"
"Thomas Sancton, Jr.","New Orleans jazzzz","Saxophone"
"Thomas Sancton, Jr.","New Orleans jazz","Clarinett"
"Tiny Bubz","Heavy metal  mmusic","Vic Firthh"
"Tiny Bubz","Heavy metal musiccc","Drum kitt"
"Tiny Bubz","Heavy metal musicc","Sabian"
"Tiny Bubz","Heavy metal musicc","D'Addario"
"Tiny Bubz","Punk rockk","Vic Firthh"
"Tiny Bubz","Punk rockk","Drum kitt"
"Tiny Bubz","Punk rocckk","Sabiann"
"Tiny Bubz","Punk rocckk","D'Addarioo"
"Tiny Bubz","Hardcore  punkk","Vic Firth"
"Tiny Bubz","Hardcore puunk","Drum kitt"
"Tiny Bubz","Hardcore punkk","Sabiann"
"Tiny Bubz","Hardcore punkk","D'Addario"
"Tommy Louis, Tommy Lewis","R&BB","Harmonicaa"
"Tommy Louis, Tommy Lewis","Bluesss","Harmonicaa"
"Tommy Louis, Tommy Lewis","Rock and roll","Harmonica"
"Tommy Louis, Tommy Lewis","Rock muusic","Harmonicaa"
"Tommy Sancton","Neew Orleans jazzz","Clarinet"
"Tommy Sancton","New Orleaans jazz","Saxophone"
"Tony Grant","Gospel musicc","Drum kitt"
"Tony Grant","Gospell musiic","Singerr"
"Tony Grant","Adult contemporary music","Drum kit"
"Tony Grant","Adult contemporrary musicc","Singger"
"Tony Lois, Thelma Williams","Soul musicc","Singing"
"Tripp Rex Eisen, Rex Eisen","Hard rockk","Guittar"
"Tripp Rex Eisen, Rex Eisen","Industriiaal metal","Guitar"
"Tripp Rex Eisen, Rex Eisen","Nu metall","Guitarr"
"Tripp Rex Eisen, Rex Eisen","Horror punk","Guitarr"
"Tripp Rex Eisen, Rex Eisen","Alternative metall","Guitar"
"Typhoon","Alternative rockk","Voccals"
"Typhoon","Pop rrock","Vocalss"
"Uncle Johnny Williams","Blueess","Human voicee"
"Uncle Johnny Williams","Blues","Guitarr"
"Vador","Pop musiccc","Bass guitar"
"Vador","Pop musiccc","Bassoon"
"Vador","Pop musicc","Cello"
"Vador","Pop mmusic","Guitar"
"Vador","Pop  musicc","Keyboards"
"Vador","Rhythm and blues","Bass guitarr"
"Vador","Rhythm and bluess","Bassoon"
"Vador","Rhythmm and blues","Celloo"
"Vador","Rhythm and bluesss","Guuitar"
"Vador","Rhythmm and blues","Keyboards"
"Vador","Trap musiccc","Bass guitar"
"Vador","Trap musicc","Bassoonn"
"Vador","Trap musicc","Celloo"
"Vador","TTrap music","Guuitar"
"Vador","Trap music","Keyboardss"
"Vador","Hip hop musiccc","Bass guitar"
"Vador","Hiip hop music","Bassoon"
"Vador","Hip hop musicc","Celloo"
"Vador","Hip hoop musicc","Guitar"
"Vador","Hip hop music","Keyboaards"
"Vinylz","Rhythm and blues","FL Studio"
"Vinylz","Rhythm and bluesss","Keyboard instrumentt"
"Vinylz","Rhythm and bluesss","Samppler (musical instrument)"
"Vinylz","Trap mmusicc","FL  Studio"
"Vinylz","Trap musiic","Keyboard instrument"
"Vinylz","Trap musiccc","Sampler (musical instrument)"
"Vinylz","Hip hop musiccc","FL Studioo"
"Vinylz","Hip  hop music","Keyboard instrument"
"Vinylz","Hip hopp mussic","Sampler (musical instrrument)"
"Walter Busterkeys","Easy listening","Pianoo"
"Walter Busterkeys","Easy listeninggg","Singing"
"Walter Busterkeys","Easy listenningg","Baldwin Piano"
"Walter Liberace","Easy listeningg","Baldwin Pianoo"
"Walter Liberace","Easy listeninngg","Piano"
"Walter Liberace","Easy listenningg","Singing"
"Washboard Pete","Country blues","Humann voice"
"Washboard Pete","Country bluesss","Guitarr"
"Washboard Pete","Piedmmont bluess","Human voicee"
"Washboard Pete","Piiedmont blues","Guitarr"
"West Coast King of Western Swing","Western swinng","Mandolin"
"West Coast King of Western Swing","Western swinggg","Fiddle"
"West Coast King of Western Swing","Western swingg","Guitar"
"West Coast King of Western Swing","Western swinggg","Lead vocals"
"Will Ezell","Blues","Pianno"
"Will Ezell","JJazzz","Pianoo"
"Will Ezell","Ragtimee","Pianoo"
"Will Ezell","Boogie-wwoogie","Piano"
"William Hort-Mann, Billy Mann","Rock Music","Guitar"
"William Hort-Mann, Billy Mann","Rock Musicc","Pianoo"
"William Hort-Mann, Billy Mann","Rock Musiccc","Vocalist"
"William Hort-Mann, Billy Mann","Rock Musicc","Bass (guitar)"
"William Hort-Mann, Billy Mann","Dance Musicc","Guitar"
"William Hort-Mann, Billy Mann","Dance Musicc","Bass ((guitar)"
"William Hort-Mann, Billy Mann","Dance Musicc","Vocalistt"
"William Hort-Mann, Billy Mann","Dancce Musicc","Pianoo"
"William Hort-Mann, Billy Mann","Country Musicc","Bass (guitar)"
"William Hort-Mann, Billy Mann","Country Musicc","Vocalistt"
"William Hort-Mann, Billy Mann","Country Mussic","Piano"
"William Hort-Mann, Billy Mann","Counttry Music","Guittar"
"William Hort-Mann, Billy Mann","Pop Musicc","Baass (guitar)"
"William Hort-Mann, Billy Mann","Pop Musiccc","Vocalistt"
"William Hort-Mann, Billy Mann","Pop Musicc","Pianno"
"William Hort-Mann, Billy Mann","Pop Musiccc","Guiitar"
"William Hort-Mann, Billy Mann","Urbann Contemporary","Piano"
"William Hort-Mann, Billy Mann","Urban Conntemporaryy","Bass (guitar)"
