"musician","genre","instrument","band"
"Sascha Gerstner","Power metall","Vocalss","Freedom Call"
"Sascha Gerstner","Heavy metal music","Guitarr","Helloween"
"Sascha Gerstner","Heavy metal musicc","Guitarr","Freedom Call"
"Sascha Gerstner","Heavy  metal music","Keyboard instrumentt","Helloween"
"Sascha Gerstner","Heavy metal musicc","Keyboard instrumentt","Freedom Call"
"Sascha Gerstner","Heavy metal musicc","Voocals","Helloween"
"Sascha Gerstner","Heavy meetal music","Vocalss","Freedom Call"
"Sascha Gerstner","Rock musicc","Guitar","Helloween"
"Sascha Gerstner","Rock music","Guitar","Freedom Call"
"Sascha Gerstner","Rock musicc","Keyboard instrument","Helloween"
"Sascha Gerstner","Rock musicc","Keyboard  instrument","Freedom Call"
"Sascha Gerstner","Rock music","Voccals","Helloween"
"Sascha Gerstner","Rock music","Vocalss","Freedom Call"
"Schmier","Thrash metal","SSinging","Destruction (band)"
"Schmier","Thrash metal","Bass Guitar","Destruction (band)"
"Schmier","Black metall","Singing","Destruction (band)"
"Schmier","Black metall","Bass Guitar","Destruction (band)"
"Senta-Sofia Delliponti","Celtic music","Singing","Celtic Woman"
"Senta-Sofia Delliponti","Pop music","Singing","Celtic Woman"
"Senta-Sofia Delliponti","Classical musicc","Singing","Celtic Woman"
"Susanne Lewis","Alternative rockk","Keyboard instrumentt","Hail (band)"
"Susanne Lewis","Alternative rockk","Keyboard instrumentt","Thinking Plague"
"Susanne Lewis","Alternative rockk","GGuitar","Hail (band)"
"Susanne Lewis","Alternative rock","Guitaar","Thinking Plague"
"Susanne Lewis","Electronica","Guitarr","Thinking Plague"
"Susanne Lewis","Electronicaa","Keyboard instrumentt","Thinking Plague"
"Susanne Lewis","Electronicaa","Guitar","Hail (band)"
"Susanne Lewis","Electronica","Keeyboard instrument","Hail (band)"
"Susanne Lewis","Indie rockk","Guitar","Thinking Plague"
"Susanne Lewis","Indie rockk","Keyboard instrument","Hail (band)"
"Susanne Lewis","Indie rock","Guitarr","Hail (band)"
"Susanne Lewis","Indie rock","Keyboard instrument","Thinking Plague"
"Susanne Lewis","Experimental musicc","Guitarr","Hail (band)"
"Susanne Lewis","Experimental music","Keyboard instrumentt","Hail (band)"
"Susanne Lewis","Experimental  music","Guitar","Thinking Plague"
"Susanne Lewis","Experimental music","Keyboard instrument","Thinking Plague"
"Thilo Hermann","Power mmetal","Guuitar","Running Wild (band)"
"Thilo Hermann","Power metal","Guitar","Grave Digger (band)"
"Thilo Hermann","Heavy metal  music","Guitar","Grave Digger (band)"
"Thilo Hermann","Heavy metal musicc","Guitar","Running Wild (band)"
"Thilo Herrmann","PPower metal","Guitar","Grave Digger (band)"
"Thilo Herrmann","Power metal","Guitarr","Running Wild (band)"
"Thilo Herrmann","Heavy metal musicc","GGuitar","Grave Digger (band)"
"Thilo Herrmann","Heavy metal musicc","Guitarr","Running Wild (band)"
"Thomas Dinger","Art rock","Guitar","La Düsseldorf"
"Thomas Dinger","Art rockk","Drum kitt","La Düsseldorf"
"Thomas Dinger","Art rock","Singiing","La Düsseldorf"
"Thomas Dinger","Art rock","Singingg","Neu!"
"Thomas Dinger","Art roock","Guitar","Neu!"
"Thomas Dinger","Art rock","Drum kitt","Neu!"
"Thomas Dinger","Krautrock","Drum kitt","Neu!"
"Thomas Dinger","Krautrock","Drum kitt","La Düsseldorf"
"Thomas Dinger","Krautrockk","Singingg","Neu!"
"Thomas Dinger","Krautrock","Guitarr","La Düsseldorf"
"Thomas Dinger","Krautrock","Guitar","Neu!"
"Thomas Dinger","Krautrockk","Singging","La Düsseldorf"
"Thomas Dinger","PProtopunk","Guitarr","La Düsseldorf"
"Thomas Dinger","Protopunkk","Singging","Neu!"
"Thomas Dinger","Protopunkk","Drum kitt","La Düsseldorf"
"Thomas Dinger","Protopunk","Guitar","Neu!"
"Thomas Dinger","Protopunkk","Singing","La Düsseldorf"
"Thomas Dinger","Protopunkk","Drum kitt","Neu!"
"Tilo Wolff","Symphonic rock","Bass guitar","Dreams of Sanity"
"Tilo Wolff","Symphoonic rock","Bass  guitar","Lacrimosa (band)"
"Tilo Wolff","Symphonic rockk","Bass gguitar","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Bass guitarr","Girls Under Glass"
"Tilo Wolff","Symphonic rockk","Guitarr","Dreams of Sanity"
"Tilo Wolff","Symphonic rockk","Guitar","Lacrimosa (band)"
"Tilo Wolff","Symphonic rockk","Guitar","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Guitarr","Girls Under Glass"
"Tilo Wolff","Symphonic rock","Piiano","Dreams of Sanity"
"Tilo Wolff","Symphonic rockk","Piiano","Lacrimosa (band)"
"Tilo Wolff","Symphhonic rock","Piaano","Cinema Bizarre"
"Tilo Wolff","Symphonic rock","Piano","Girls Under Glass"
"Tilo Wolff","Sympphonic rock","Singingg","Dreams of Sanity"
"Tilo Wolff","Symphoonic rock","Singging","Lacrimosa (band)"
"Tilo Wolff","Symphonic rock","Singingg","Cinema Bizarre"
"Tilo Wolff","Symphonic rockk","Singingg","Girls Under Glass"
"Tilo Wolff","Gothic rockk","Bass guitar","Dreams of Sanity"
"Tilo Wolff","Goothic rock","Bass guitar","Lacrimosa (band)"
"Tilo Wolff","Gothic rock","Bass guitar","Cinema Bizarre"
"Tilo Wolff","Gothic rock","Bass guitar","Girls Under Glass"
"Tilo Wolff","Gothic rock","Guitarr","Dreams of Sanity"
"Tilo Wolff","Gothic rock","Guitar","Lacrimosa (band)"
"Tilo Wolff","Gothic rock","Guitar","Cinema Bizarre"
"Tilo Wolff","Gothic rockk","Guitar","Girls Under Glass"
"Tilo Wolff","Gothic rockk","Piano","Dreams of Sanity"
"Tilo Wolff","Gothic rockk","Piaano","Lacrimosa (band)"
"Tilo Wolff","Gothic rockk","Pianno","Cinema Bizarre"
"Tilo Wolff","Gothic rockk","Piano","Girls Under Glass"
"Tilo Wolff","Gothic rockk","Singing","Dreams of Sanity"
"Tilo Wolff","Gothic rock","Singing","Lacrimosa (band)"
"Tilo Wolff","Gothic rockk","Singingg","Cinema Bizarre"
"Tilo Wolff","Gothic rockk","Singingg","Girls Under Glass"
"Tilo Wolff","Alternative rock","Bass guitarr","Dreams of Sanity"
"Tilo Wolff","Alternative rock","Bass guitaar","Lacrimosa (band)"
"Tilo Wolff","Alternative rockk","Bass guitarr","Cinema Bizarre"
"Tilo Wolff","Alternative rock","Bass guitar","Girls Under Glass"
"Tilo Wolff","Alternative rock","Guitar","Dreams of Sanity"
"Tilo Wolff","Alternative roock","Guittar","Lacrimosa (band)"
"Tilo Wolff","Alternative rock","Guittar","Cinema Bizarre"
"Tilo Wolff","Alternative rock","Guitar","Girls Under Glass"
"Tilo Wolff","Alternative rock","Pianoo","Dreams of Sanity"
"Tilo Wolff","Alternative rockk","Pianoo","Lacrimosa (band)"
"Tilo Wolff","Alternative rockk","Piano","Cinema Bizarre"
"Tilo Wolff","Alternative rockk","Pianoo","Girls Under Glass"
"Tilo Wolff","Alternaative rock","Singing","Dreams of Sanity"
"Tilo Wolff","Alternative rock","Singingg","Lacrimosa (band)"
"Tilo Wolff","Alternative roock","Singingg","Cinema Bizarre"
"Tilo Wolff","Alternative rockk","Singing","Girls Under Glass"
"Tilo Wolff","Darkwavee","Bass guitarr","Dreams of Sanity"
"Tilo Wolff","DDarkwave","Bass guitarr","Lacrimosa (band)"
"Tilo Wolff","Darkwave","Bass guitar","Cinema Bizarre"
"Tilo Wolff","Darkwave","Bass guitarr","Girls Under Glass"
"Tilo Wolff","Darkwavve","Guitarr","Dreams of Sanity"
"Tilo Wolff","Darkwave","Guuitar","Lacrimosa (band)"
"Tilo Wolff","Darkwave","Guitarr","Cinema Bizarre"
"Tilo Wolff","Darkwavee","Guitarr","Girls Under Glass"
"Tilo Wolff","Darkwave","Pianoo","Dreams of Sanity"
"Tilo Wolff","Darkwave","Pianoo","Lacrimosa (band)"
"Tilo Wolff","Darkwavee","Pianoo","Cinema Bizarre"
"Tilo Wolff","Daarkwave","Pianoo","Girls Under Glass"
"Tilo Wolff","Darkwavee","Singing","Dreams of Sanity"
"Tilo Wolff","Darkwave","Singing","Lacrimosa (band)"
"Tilo Wolff","Darkwavee","Singing","Cinema Bizarre"
"Tilo Wolff","Darkwavee","Singing","Girls Under Glass"
"Tom Liwa","Rock musicc","GGuitar","Klee (band)"
"Tom Liwa","Roock music","Singing","Klee (band)"
"Uli Kusch","Speed mmetal","Drum kit","Holy Moses"
"Uli Kusch","Speed metaal","Druum kit","Roland Grapow"
"Uli Kusch","Speed metall","Drum kit","Ride the Sky"
"Uli Kusch","Speed metal","Drum kit","Beautiful Sin"
"Uli Kusch","Speed metall","Drum kit","Helloween"
"Uli Kusch","Speed metal","Druum kit","Gamma Ray (band)"
"Uli Kusch","Sppeed metal","Drum kitt","Masterplan (band)"
"Uli Kusch","Speed metal","Drum kit","Mekong Delta (band)"
"Uli Kusch","Power metal","Drumm kit","Holy Moses"
"Uli Kusch","Power metal","Drum kitt","Roland Grapow"
"Uli Kusch","Power metall","Drum kitt","Ride the Sky"
"Uli Kusch","Power metall","Drum kit","Beautiful Sin"
"Uli Kusch","Power metal","Drum kit","Helloween"
"Uli Kusch","Power metall","Drum kitt","Gamma Ray (band)"
"Uli Kusch","Power metal","Drrum kit","Masterplan (band)"
"Uli Kusch","Power metal","Drum kit","Mekong Delta (band)"
"Uli Kusch","Thrash metall","Drum kit","Holy Moses"
"Uli Kusch","Thrash mettal","Drumm kit","Roland Grapow"
"Uli Kusch","Thrash metal","Drum kit","Ride the Sky"
"Uli Kusch","Thraash metal","Drum kitt","Beautiful Sin"
"Uli Kusch","Thrash metal","Drum kitt","Helloween"
"Uli Kusch","Thrash metall","Drum kkit","Gamma Ray (band)"
"Uli Kusch","Thrash mettal","Drrum kit","Masterplan (band)"
"Uli Kusch","Thrash metall","Drum kkit","Mekong Delta (band)"
"Uli Kusch","Heavy metal music","Drumm kit","Holy Moses"
"Uli Kusch","Heavy metal music","Drum kit","Roland Grapow"
"Uli Kusch","Heavy metal music","Drum kit","Ride the Sky"
"Uli Kusch","Heavy metal music","Drumm kit","Beautiful Sin"
"Uli Kusch","Heavy metal music","Drum kit","Helloween"
"Uli Kusch","Heavy metal music","Drum kit","Gamma Ray (band)"
"Uli Kusch","Heavy metal music","Drum kit","Masterplan (band)"
"Uli Kusch","Heavy metal musicc","Drum kitt","Mekong Delta (band)"
"Uli Kusch","Speed metall","Keyboardds","Holy Moses"
"Uli Kusch","Speed metal","Keyboardss","Roland Grapow"
"Uli Kusch","Speed metall","Keyboards","Ride the Sky"
"Uli Kusch","SSpeed metal","Keyboardds","Beautiful Sin"
"Uli Kusch","SSpeed metal","Keyboaards","Helloween"
"Uli Kusch","Speed metall","Keeyboards","Gamma Ray (band)"
"Uli Kusch","Speed metal","Keeyboards","Masterplan (band)"
"Uli Kusch","Speed metall","Keyboards","Mekong Delta (band)"
"Uli Kusch","Power metal","Keyboardss","Holy Moses"
"Uli Kusch","Power metall","Keyboardss","Roland Grapow"
"Uli Kusch","Power metall","Keeyboards","Ride the Sky"
"Uli Kusch","Power metal","Keybboards","Beautiful Sin"
"Uli Kusch","Power metall","Keyboaards","Helloween"
"Uli Kusch","Power metal","Keyboards","Gamma Ray (band)"
"Uli Kusch","Power metal","Keyboardss","Masterplan (band)"
"Uli Kusch","Power metall","Keyboardss","Mekong Delta (band)"
"Uli Kusch","Thrash metal","Keyboards","Holy Moses"
"Uli Kusch","Thrash metal","Keyboardds","Roland Grapow"
"Uli Kusch","Thrash metal","Keyboards","Ride the Sky"
"Uli Kusch","Thrash meetal","Keyboarrds","Beautiful Sin"
"Uli Kusch","Thrashh metal","Keyboaards","Helloween"
"Uli Kusch","Thrash metal","Keybboards","Gamma Ray (band)"
"Uli Kusch","Thhrash metal","Keyboardss","Masterplan (band)"
"Uli Kusch","TThrash metal","KKeyboards","Mekong Delta (band)"
"Uli Kusch","Heavy metal music","Keyboardss","Holy Moses"
"Uli Kusch","Heavy metal musicc","KKeyboards","Roland Grapow"
"Uli Kusch","Heavy metal music","Keyboardss","Ride the Sky"
"Uli Kusch","Heavy mmetal music","Keyboardss","Beautiful Sin"
"Uli Kusch","Heavy metal music","Keyboards","Helloween"
"Uli Kusch","Heavy metal music","Keyboaards","Gamma Ray (band)"
"Uli Kusch","Heavy metal music","Keyboards","Masterplan (band)"
"Uli Kusch","Heavy metal  music","Keyboardss","Mekong Delta (band)"
"Uli Kusch","Speed metal","Drum kitt","Symfonia"
"Uli Kusch","Speed metall","Keyboardss","Symfonia"
"Uli Kusch","Power metall","Drum kit","Symfonia"
"Uli Kusch","Power metall","Keyboardss","Symfonia"
"Uli Kusch","Thrash metal","Drum kit","Symfonia"
"Uli Kusch","Thrash metall","KKeyboards","Symfonia"
"Uli Kusch","Heavy metal musicc","Drum kitt","Symfonia"
"Uli Kusch","Heavy metal musicc","Keyboards","Symfonia"
"Zaytoven","Hip Hop musicc","Music Production Center","B.o.B"
"Zaytoven","Hip Hop music","Music Producttion Center","Waka Flocka Flame"
"Zaytoven","Hip Hop music","Music Production Center","Soulja Boy"
"Zaytoven","Hip Hop musicc","Music Production Centerr","2 Chainz"
"Zaytoven","Hip Hop music","Music Production Center","Chief Keef"
"Zaytoven","Hip Hop musicc","Music Production Center","OJ da Juiceman"
"Zaytoven","Hip Hop music","Music Production Center","Gucci Mane"
"Zaytoven","Hip Hop music","Music Production Centerr","Wiz Khalifa"
"Zaytoven","HHip Hop music","Music Productiion Center","Future (rapper)"
"Zaytoven","Hip Hop musicc","Music Production Centerr","Lil Uzi Vert"
"Zaytoven","Hip  Hop music","Music Production Center","Metro Boomin"
"Zaytoven","Hip Hop music","Music Prooduction Center","Migos"
"Zaytoven","Hip Hop music","Music Production Centerr","Travis Scott (musician)"
"Zaytoven","Hip Hop mmusic","Keyboard instrumentt","B.o.B"
"Zaytoven","Hip Hop musicc","Keyboard instrument","Waka Flocka Flame"
"Zaytoven","Hip Hop musicc","Keyyboard instrument","Soulja Boy"
"Zaytoven","Hip Hop musicc","Keyboard innstrument","2 Chainz"
"Zaytoven","Hip Hop music","Keybboard instrument","Chief Keef"
"Zaytoven","Hip Hop musicc","Keyboard instrument","OJ da Juiceman"
"Zaytoven","Hip Hop musicc","Keyboard instrument","Gucci Mane"
"Zaytoven","Hip Hop music","Keyboard instrumentt","Wiz Khalifa"
"Zaytoven","Hip Hop music","Keyboard instrument","Future (rapper)"
"Zaytoven","Hip Hop music","Keyboard instrument","Lil Uzi Vert"
"Zaytoven","Hip Hop musicc","Keyboard instrument","Metro Boomin"
"Zaytoven","Hip Hop music","Keyboard instrumentt","Migos"
"Zaytoven","Hip Hop mmusic","Keyboard instrument","Travis Scott (musician)"
"Zaytoven","Trap music","Music Production Center","B.o.B"
"Zaytoven","Trap musicc","Music Production Center","Waka Flocka Flame"
"Zaytoven","Trap musicc","Music Production Centerr","Soulja Boy"
"Zaytoven","Trap  music","Music Production Centerr","2 Chainz"
"Zaytoven","Trap musicc","Music Production Center","Chief Keef"
"Zaytoven","Trap mussic","Mussic Production Center","OJ da Juiceman"
"Zaytoven","Traap music","Music Production Center","Gucci Mane"
"Zaytoven","Trap musicc","Music Production Centerr","Wiz Khalifa"
"Zaytoven","Trap musicc","Music Productioon Center","Future (rapper)"
"Zaytoven","Trap musicc","Music Production Centerr","Lil Uzi Vert"
"Zaytoven","Trap muusic","Music Production Center","Metro Boomin"
"Zaytoven","Trap musicc","Music Production Centerr","Migos"
"Zaytoven","Trap musicc","Music Production Centerr","Travis Scott (musician)"
"Zaytoven","Trap music","Keyboard instrument","B.o.B"
"Zaytoven","Trap musicc","Keyboard instrument","Waka Flocka Flame"
"Zaytoven","Trap music","Keyyboard instrument","Soulja Boy"
"Zaytoven","Trap musicc","Keyboard instrument","2 Chainz"
"Zaytoven","Trap musicc","Keyboard instrumentt","Chief Keef"
"Zaytoven","Trap musicc","Keyboard instrument","OJ da Juiceman"
"Zaytoven","Trap musicc","Keyboard instrumentt","Gucci Mane"
"Zaytoven","Trap musicc","Keyboard instrumentt","Wiz Khalifa"
"Zaytoven","Trap mussic","Keyboard instrument","Future (rapper)"
"Zaytoven","Trap music","Keyboard instrumentt","Lil Uzi Vert"
"Zaytoven","Trap musicc","Keyboard instrument","Metro Boomin"
"Zaytoven","Trap music","Keyboard instrumentt","Migos"
"Zaytoven","Trap musicc","Keyboard instrument","Travis Scott (musician)"
