"musician","genre","instrument"
"The New Prince of the Accordion","Zydeco","Singer"
"The Queen of the Blues","Chicago blues","Human voice"
"The Queen of the Blues","Detroit blues","Human voice"
"The Queen of the Blues","Jump blues","Human voice"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Drum machine"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Drums"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Bass guitar"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Guitar"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Phonograph"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Keyboard instrument"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Sampler (musical instrument)"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Synthesizers"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","R&B","Vocals"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Drum machine"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Drums"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Bass guitar"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Guitar"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Phonograph"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Keyboard instrument"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Sampler (musical instrument)"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Synthesizers"
"The Real Richie Rich of LA Dream Team, Richie Rich, Rich E. Rich, Dream Team Richie Rich","Hip hop music","Vocals"
"The Salesman, Chilli con Carney","Blues rock","Ludwig Drums"
"The Salesman, Chilli con Carney","Blues rock","Bass guitar"
"The Salesman, Chilli con Carney","Blues rock","Drum kit"
"The Salesman, Chilli con Carney","Blues rock","Guitar"
"The Salesman, Chilli con Carney","Blues rock","Keyboard instrument"
"The Salesman, Chilli con Carney","Blues rock","Paiste"
"The Salesman, Chilli con Carney","Indie rock","Ludwig Drums"
"The Salesman, Chilli con Carney","Indie rock","Bass guitar"
"The Salesman, Chilli con Carney","Indie rock","Drum kit"
"The Salesman, Chilli con Carney","Indie rock","Guitar"
"The Salesman, Chilli con Carney","Indie rock","Keyboard instrument"
"The Salesman, Chilli con Carney","Indie rock","Paiste"
"The Salesman, Chilli con Carney","Garage rock","Ludwig Drums"
"The Salesman, Chilli con Carney","Garage rock","Bass guitar"
"The Salesman, Chilli con Carney","Garage rock","Drum kit"
"The Salesman, Chilli con Carney","Garage rock","Guitar"
"The Salesman, Chilli con Carney","Garage rock","Keyboard instrument"
"The Salesman, Chilli con Carney","Garage rock","Paiste"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","G-funk","Vocals"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Dirty rap","Vocals"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop soul","Vocals"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Jazz rap","Vocals"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Hip hop music","Vocals"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Cornet"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Drum kit"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Piano"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Synthesizer"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Keyboards"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Pro Tools"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Sampler (musical instrument)"
"The Shaman Mahatmah, R. Poole, Ruhi Anubis Yazid, Ruh, Cool Jazz, Cuz, Mobidiqulus Maximus, MC TrapNasty, Mo B. Dick","Contemporary R&B","Vocals"
"The Snake","Blues rock","Guitar"
"The Snake","Blues rock","Gibson Les Paul"
"The Snake","Blues","Guitar"
"The Snake","Blues","Gibson Les Paul"
"The Snake","Rock and roll","Guitar"
"The Snake","Rock and roll","Gibson Les Paul"
"The Texas Nightingale","Blues","Human voice"
"The Texas Nightingale","Blues","Piano"
"The Texas Troubadour","Country music","Acoustic guitar"
"The Texas Troubadour","Honky tonk","Acoustic guitar"
"The Walker","Jazz","Double bass"
"The Younger Soul Brother","East Coast hip hop","E-mu SP-1200"
"The Younger Soul Brother","East Coast hip hop","Sampler (musical instrument)"
"The Younger Soul Brother","Jazz rap","E-mu SP-1200"
"The Younger Soul Brother","Jazz rap","Sampler (musical instrument)"
"TheGoodBerry","Trap music","FL Studio"
"TheGoodBerry","Trap music","Vocals"
"TheGoodBerry","Hip hop music","FL Studio"
"TheGoodBerry","Hip hop music","Vocals"
"Thomas Sancton, Jr.","New Orleans jazz","Saxophone"
"Thomas Sancton, Jr.","New Orleans jazz","Clarinet"
"Tiny Bubz","Heavy metal music","Vic Firth"
"Tiny Bubz","Heavy metal music","Drum kit"
"Tiny Bubz","Heavy metal music","Sabian"
"Tiny Bubz","Heavy metal music","D'Addario"
"Tiny Bubz","Punk rock","Vic Firth"
"Tiny Bubz","Punk rock","Drum kit"
"Tiny Bubz","Punk rock","Sabian"
"Tiny Bubz","Punk rock","D'Addario"
"Tiny Bubz","Hardcore punk","Vic Firth"
"Tiny Bubz","Hardcore punk","Drum kit"
"Tiny Bubz","Hardcore punk","Sabian"
"Tiny Bubz","Hardcore punk","D'Addario"
"Tommy Louis, Tommy Lewis","R&B","Harmonica"
"Tommy Louis, Tommy Lewis","Blues","Harmonica"
"Tommy Louis, Tommy Lewis","Rock and roll","Harmonica"
"Tommy Louis, Tommy Lewis","Rock music","Harmonica"
"Tommy Sancton","New Orleans jazz","Clarinet"
"Tommy Sancton","New Orleans jazz","Saxophone"
"Tony Grant","Gospel music","Drum kit"
"Tony Grant","Gospel music","Singer"
"Tony Grant","Adult contemporary music","Drum kit"
"Tony Grant","Adult contemporary music","Singer"
"Tony Lois, Thelma Williams","Soul music","Singing"
"Tripp Rex Eisen, Rex Eisen","Hard rock","Guitar"
"Tripp Rex Eisen, Rex Eisen","Industrial metal","Guitar"
"Tripp Rex Eisen, Rex Eisen","Nu metal","Guitar"
"Tripp Rex Eisen, Rex Eisen","Horror punk","Guitar"
"Tripp Rex Eisen, Rex Eisen","Alternative metal","Guitar"
"Typhoon","Alternative rock","Vocals"
"Typhoon","Pop rock","Vocals"
"Uncle Johnny Williams","Blues","Human voice"
"Uncle Johnny Williams","Blues","Guitar"
"Vador","Pop music","Bass guitar"
"Vador","Pop music","Bassoon"
"Vador","Pop music","Cello"
"Vador","Pop music","Guitar"
"Vador","Pop music","Keyboards"
"Vador","Rhythm and blues","Bass guitar"
"Vador","Rhythm and blues","Bassoon"
"Vador","Rhythm and blues","Cello"
"Vador","Rhythm and blues","Guitar"
"Vador","Rhythm and blues","Keyboards"
"Vador","Trap music","Bass guitar"
"Vador","Trap music","Bassoon"
"Vador","Trap music","Cello"
"Vador","Trap music","Guitar"
"Vador","Trap music","Keyboards"
"Vador","Hip hop music","Bass guitar"
"Vador","Hip hop music","Bassoon"
"Vador","Hip hop music","Cello"
"Vador","Hip hop music","Guitar"
"Vador","Hip hop music","Keyboards"
"Vinylz","Rhythm and blues","FL Studio"
"Vinylz","Rhythm and blues","Keyboard instrument"
"Vinylz","Rhythm and blues","Sampler (musical instrument)"
"Vinylz","Trap music","FL Studio"
"Vinylz","Trap music","Keyboard instrument"
"Vinylz","Trap music","Sampler (musical instrument)"
"Vinylz","Hip hop music","FL Studio"
"Vinylz","Hip hop music","Keyboard instrument"
"Vinylz","Hip hop music","Sampler (musical instrument)"
"Walter Busterkeys","Easy listening","Piano"
"Walter Busterkeys","Easy listening","Singing"
"Walter Busterkeys","Easy listening","Baldwin Piano"
"Walter Liberace","Easy listening","Baldwin Piano"
"Walter Liberace","Easy listening","Piano"
"Walter Liberace","Easy listening","Singing"
"Washboard Pete","Country blues","Human voice"
"Washboard Pete","Country blues","Guitar"
"Washboard Pete","Piedmont blues","Human voice"
"Washboard Pete","Piedmont blues","Guitar"
"West Coast King of Western Swing","Western swing","Mandolin"
"West Coast King of Western Swing","Western swing","Fiddle"
"West Coast King of Western Swing","Western swing","Guitar"
"West Coast King of Western Swing","Western swing","Lead vocals"
"Will Ezell","Blues","Piano"
"Will Ezell","Jazz","Piano"
"Will Ezell","Ragtime","Piano"
"Will Ezell","Boogie-woogie","Piano"
"William Hort-Mann, Billy Mann","Rock Music","Guitar"
"William Hort-Mann, Billy Mann","Rock Music","Piano"
"William Hort-Mann, Billy Mann","Rock Music","Vocalist"
"William Hort-Mann, Billy Mann","Rock Music","Bass (guitar)"
"William Hort-Mann, Billy Mann","Dance Music","Guitar"
"William Hort-Mann, Billy Mann","Dance Music","Bass (guitar)"
"William Hort-Mann, Billy Mann","Dance Music","Vocalist"
"William Hort-Mann, Billy Mann","Dance Music","Piano"
"William Hort-Mann, Billy Mann","Country Music","Bass (guitar)"
"William Hort-Mann, Billy Mann","Country Music","Vocalist"
"William Hort-Mann, Billy Mann","Country Music","Piano"
"William Hort-Mann, Billy Mann","Country Music","Guitar"
"William Hort-Mann, Billy Mann","Pop Music","Bass (guitar)"
"William Hort-Mann, Billy Mann","Pop Music","Vocalist"
"William Hort-Mann, Billy Mann","Pop Music","Piano"
"William Hort-Mann, Billy Mann","Pop Music","Guitar"
"William Hort-Mann, Billy Mann","Urban Contemporary","Piano"
"William Hort-Mann, Billy Mann","Urban Contemporary","Bass (guitar)"
"William Hort-Mann, Billy Mann","Urban Contemporary","Guitar"
"William Hort-Mann, Billy Mann","Urban Contemporary","Vocalist"
"William Hort-Mann, Billy Mann","World Music","Bass (guitar)"
"William Hort-Mann, Billy Mann","World Music","Piano"
"William Hort-Mann, Billy Mann","World Music","Guitar"
"William Hort-Mann, Billy Mann","World Music","Vocalist"
"William J. E. Lee","Jazz","Bass guitar"
"William J. E. Lee","Jazz","Double bass"
"Yodelin' Donnie Walser","Western swing","Guitar"
"Yodelin' Donnie Walser","Western swing","Singing"
"Yodelin' Donnie Walser","Country music","Singing"
"Yodelin' Donnie Walser","Country music","Guitar"
"Young M.A","Trap music","Vocals"
"Young M.A","Hip hop music","Vocals"
"Young MA","Trap music","Vocals"
"Young MA","Hip hop music","Vocals"
"Young Maylay","Gangsta rap","Vocals"
"Young Maylay","West coast hip hop","Vocals"
"Young Maylay","Hip hop music","Vocals"
"Young Metro","Hip hop music","FL Studio"
"Young Metro","Hip hop music","Pro Tools"
"Young Metro","Contemporary R&B","FL Studio"
"Young Metro","Contemporary R&B","Pro Tools"
"randomblackdude","Hip hop music","Drums"
"randomblackdude","Hip hop music","Keyboards"
"randomblackdude","Hip hop music","Modulator"
"randomblackdude","Hip hop music","Vocals"
"~G~","Free jazz","Saxophone"
"~G~","Jazz","Saxophone"
