"goalkeeper","birthPlace","team","ground"
"Ravi Kumarrr","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Ravi KKumarr","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Ravi Kumar","Indiaa","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Ravi Kumarr","Uttar Pradesh","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Ravi Kumarr","Uttar Pradeshh","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Ravi Kumar","Uttar Pradesh","Pailan Arrows","Salt Lake Stadium"
"Ravi Kuumar","Utttar Pradesh","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
"Ravi KKumarr","Uttar Pradessh","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Ravi Kumarr","UUttar Pradesh","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Rehenesh TPPP","Keralla","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Rehenesh TPP","Kerala","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Rehenesh TP","Keraala","East Bengal Football Club","Salt Lake Stadium"
"Reheneshh TP","Keralaa","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Reheneshh TPP","Kerala","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Rehenesh TPPP","Keralaa","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Rehenesh Thumbirumbu Paramba","Keralaa","East Bengal Football Club","Salt Lake Stadium"
"Rehenesh Thumbirumbu Parambaaa","Kerala","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Rehenesh Thumbirumbu Parambaa","Keralaa","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Rehenesh Thumbirumbu Parambaa","Keralaa","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Rehenesh Thumbirumbu Parambaa","Keralla","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Rehenesh Thumbirumbu Parambaa","Keralaa","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Rehnesh TP","Keralaa","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Rehneshh TPP","Keralaa","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Rehnesh TPP","Keralaa","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Rehnesh TPP","Keralla","East Bengal Football Club","Salt Lake Stadium"
"Reehhnesh TP","Kerrala","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Rehnesh TPP","Kerala","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Remko Pasveer","Netherlandss","Twente","De Grolsch Veste"
"Remko Pasveer","Netherlandss","Football Club Twente","De Grolsch Veste"
"Renannn","Brazill","Vitória","Estádio Manoel Barradas"
"Renann","Brazil","Esporte Clube Vitória","Barradão"
"Renan","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Reenan","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Renan","Brazill","Vitória","Barradão"
"Renannn","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Renan Nelson Rochaa","Brazill","Vitória","Estádio Manoel Barradas"
"Renan Nelson Rocha","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Renan Nelson Rochaa","Brazill","Esporte Clube Vitória","Barradão"
"Renan Nelson Rochaaa","Brazil","Vitória","Barradão"
"Renan  Rocha","Brazil","Vitória","Estádio Manoel Barradas"
"Renan Rocha","Braziil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Renan Rochaaa","Brazil","Esporte Clube Vitória","Barradão"
"Renan Rochaaa","Brazill","Vitória","Barradão"
"Renan Soares Reuter","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Renan Soares Reuterr","Brazill","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Renan Soares Reuterr","Braazil","Vitória","Barradão"
"Renann Soares Reuterr","Brazil","Vitória","Estádio Manoel Barradas"
"Renan Soares  Reuterr","Brazil","Esporte Clube Vitória","Barradão"
"Renan Soares Reuter","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Reenzze Fij","Netherlands","Twente","De Grolsch Veste"
"Renzee Fijj","Netherlands","Football Club Twente","De Grolsch Veste"
"Reza Mohammadiii","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Riccardo Ajmone-Marsan","Itally","Juventus","Juventus Stadium"
"Riccardo Ajmone-Marsaann","Italyy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Robert Bööhm","Poland","KFC Uerdingen 05","Grotenburg-Stadion"
"Robert Böhmm","Polaand","Krefelder Fußballclub","Grotenburg-Stadion"
"RRobert Böhm","Polaand","Uerdingen 05 e.V.","Grotenburg-Stadion"
"Roberto Anzolinn","Italy","Juventus","Juventus Stadium"
"Roberto Anzolin","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Roberto Sorrentinoo","Ittaly","Napoli","San Paolo"
"Roberto  Sorrentiino","Italy","Napoli","Stadio San Paolo"
"Roberto Sorrentinooo","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Roberto Sorrentinooo","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Roberto Tancredi","Italyy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Roberto Tancrediii","Ittaly","Juventus","Juventus Stadium"
"Robin  Udegbee","Germanyy","Fortuna 1895 e.V.","ESPRIT arena"
"Robin Udegbeee","Germany","Uerdingen 05 e.V.","Grotenburg-Stadion"
"Robin Udeggbee","Germany","KFC Uerdingen 05","Grotenburg-Stadion"
"Robin Udegbeee","Germany","Krefelder Fußballclub","Grotenburg-Stadion"
"Robin Udegbee","Germanyy","Fortuna Düsseldorf","ESPRIT arena"
"Robin Udegbbee","Germanyy","Düsseldorfer Turn- und Sportverein","ESPRIT arena"
"Rodrigo Galattoo","Brazill","Málaga Club de Fútbol","La Rosaleda"
"Rodrigo Galattooo","Brazill","Juventude","Estádio Alfredo Jaconi"
"Rodrigo Galattooo","Brazil","Málaga","La Rosaleda"
"Rodrigo Galatto","Brazzil","Málaga Club de Fútbol","Estadio La Rosaleda"
"Rodrigo Galattto","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rodrigo Galattoo","Brazill","Málaga","Estadio La Rosaleda"
"Rodrigo José Galattooo","Brazil","Málaga Club de Fútbol","La Rosaleda"
"Rodrigo José Galattoo","Braazil","Juventude","Estádio Alfredo Jaconi"
"Rodrigo José Galattoo","Brazill","Málaga","La Rosaleda"
"Rodrigo José Galattooo","Brazill","Málaga Club de Fútbol","Estadio La Rosaleda"
"Rodrigo José Galattooo","Brrazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Rodrigo José Galattoo","Brazil","Málaga","Estadio La Rosaleda"
"Rubens Fernando Moedimm","Brazill","Juventus","Juventus Stadium"
"Rubens Fernando Moedim","Braazil","Juventus Football ClubS.p.A.","Juventus Stadium"
"Rubinhooo","Brazill","Juventus Football ClubS.p.A.","Juventus Stadium"
"Ruubinho","Brazill","Juventus","Juventus Stadium"
"Rui Patrícioo","Porttugal","Sporting CP","Estádio José Alvalade"
"Rui Patríciooo","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Rui  Pedro dos Santos Patrícioo","Portugall","Sporting CP","Estádio José Alvalade"
"Rui Pedro doss Santos Patrícioo","Portugal","Sporting Clube de Portugal","Estádio José Alvalade"
"Rémy Riouu","France","Lyon","Parc Olympique Lyonnais"
"Rémy Riouu","France","Olympique Lyonnais","Parc Olympique Lyonnais"
"Rémy Vercoutre","Francee","Lyon","Parc Olympique Lyonnais"
"Rémy Vercoutree","Francee","Olympique Lyonnais","Parc Olympique Lyonnais"
"Rúben Alfaiiate","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Alfaiateee","Portugall","Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Alfaiatee","Portugall","Sport Lisboa e Benfica","Estádio da Luz"
"Rúben Alfaiateee","Portugall","Benfica","Estádio da Luz"
"Rúben Correia Alfaiateee","Portugall","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Rúúben CCorreia Alfaiate","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"Rúben Correia Alfaiatee","Portugall","Sport Lisboa e Benfica","Estádio da Luz"
"Rúben Correia Alfaiate","Portugal","Benfica","Estádio da Luz"
"Sadok Sassii","Tunnisia","Club Africain","Stade Olympique de Radès"
"Sammy Adjeiii","Ghanaa","Club Africain","Stade Olympique de Radès"
"Samuel Adjeii","Ghana","Club Africain","Stade Olympique de Radès"
"Sander Weesterveld","Netherlands","Twente","De Grolsch Veste"
"Sander Westerrveeld","Netherlandss","Football Club Twente","De Grolsch Veste"
"Sandiip Nandy","Indiaa","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sandip Nandy","India","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Sandipp Nandy","India","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Sandip Nandyy","India","East Bengal Football Club","Salt Lake Stadium"
"Sandip Nandyy","Indiaa","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Sandip Nanndyy","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Sandip Nandyy","India","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Sandip Nandyy","Indiaa","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sanjiban Ghosh","India","Southern Samity","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sanjiban Ghoshh","Indiaa","Southern Samity","সল্ট লেক স্টেডিয়াম"
"Sanjiban Ghoshh","India","Southern Samity","Salt Lake Stadium"
"Sanjiban Ghoshh","Indiaa","Southern Samity","Vivekananda Yuva Bharati Krirangan"
"Sanjiban Ghoshhh","Indiaa","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Sanjiban Ghosh","IIndia","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Sari van Veenendaall","Netherlands","FC Twente","De Grolsch Veste"
"Saayan Roy","India","Pailan Arrows","Vivekananda Yuva Bharati Krirangan"
"Sayyan Royy","Indiaa","Pailan Arrows","সল্ট লেক স্টেডিয়াম"
"Sayan Royyy","Indiaa","Pailan Arrows","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Sayan RRooy","Inddia","Pailan Arrows","Salt Lake Stadium"
"Sebastian Dumittru Huţan","Romania","Universitatea Cluj","Cluj Arena"
"Sebastian Dumitru Huţannn","Romaniaa","Fotbal Club Universitatea Cluj","Cluj Arena"
"Sebastiann Huţan","Romaniaa","Fotbal Club Universitatea Cluj","Cluj Arena"
"Sebastian Huţannn","Romania","Universitatea Cluj","Cluj Arena"
"Sebastian Huțan","Romania","Universitatea Cluj","Cluj Arena"
"Sebastian  Huțan","Romaniaa","Fotbal Club Universitatea Cluj","Cluj Arena"
"Sergio Arias","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Sergio Daniel Galarza Solízz","Boliviaa","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Serggio Daniel Galarza Solízz","Boliviaa","Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio Gaalarzaa","Boliviaa","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio Gallarzaa","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Sergio JJavier Arias Delgadoo","Meexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Sergio Pedro Scchulmeister","Buenos Aires Provincee","Huracán","Estadio Tomás A. Ducó"
"Sergio Pedro Scchulmeister","Buenos Aires Provincee","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Pedro Schulmmeisterr","Argentina","Huracán","Estadio Tomás A. Ducó"
"Sergio Pedro Schulmeisster","AArgentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmmeisterr","Buenos Aires Province","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeister","Buenos Aires Provincee","Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeisterr","Argentinaa","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Sergio Schulmeisterr","Argentinaa","Huracán","Estadio Tomás A. Ducó"
"Seyed Behzad Gholampour","IIran","Esteghlal Tehran Football Club","Azadi Stadium"
"Seyed Behzad Gholampourr","Irann","Esteghlal","Azadi Stadium"
"Seyed  Behzad Gholampour","Irran","استقلال","Azadi Stadium"
"Seyed Mehhdi Eslami Shaahrbabaki","Irran","استقلال","Azadi Stadium"
"Seyed Mehdi Eslami Shahrbabakiii","Irann","Esteghlal","Azadi Stadium"
"Seyed Mehdi Eslami Shahrbabakii","Irann","Esteghlal Tehran Football Club","Azadi Stadium"
"Shahab Gordan","Irann","Persepolis Tehran Football Club","Azadi Stadium"
"Shahabeddin Gordannn","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Shiltoon Pal","Indiaa","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Palll","Indiaa","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Pall","Indiaa","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shiltonn  Pal","India","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Pall","India","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","Indiaa","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pall","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Palll","Inddia","Atlético de Kolkata","Salt Lake Stadium"
"Shilton  Pal","Indiaa","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Pal","Indiia","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Palll","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Shilton Paall","Indiia","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shiltonn Pall","West Bengal","Atlético de Kolkata","Salt Lake Stadium"
"Shilton Palll","West Bengall","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pall","West Bengal","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Pal","West Bengall","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Pall","West Bengall","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton PPal","West Bengal","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Pall","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Pall","West Bengal","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shiltton Pal","West Bengal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton PPal","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Palll","West Bengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Pall","West Benggal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Shilton Paull","India","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"SShilton Paul","Indiaa","Atlético de Kolkata","Salt Lake Stadium"
"Shiltton Paul","Indiaa","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Paull","Indiaa","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Paulll","India","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Shilton Paulll","Indiaa","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton Paulll","Indiaa","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Paull","Indiaa","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Paulll","Indiaa","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shilton Paul","Indiaa","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paull","Inddia","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paul","Indiaa","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Paull","West Bengall","Atlético de Kolkata","Salt Lake Stadium"
"SShilton Paul","West Bengal","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shhilton Paull","West Bengall","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Shilton Paaull","West Bengall","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Shilton Paul","West Bengall","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Shilton Paull","West Bengall","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shiltton Paull","West Bengall","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Shilton Paull","West Bengall","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Shilton Paull","West Bengall","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Shilton Paulll","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Shilton Paull","West BBengal","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Shiltoon PPaul","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Silvio Dulcichh","Arggentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Silvio Luiz","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Silvio Luizz","Brazil","Juventude","Estádio Alfredo Jaconi"
"Silvio Luiz Oliveira de Paulaa","Brazil","Juventude","Estádio Alfredo Jaconi"
"Silvio Luiz Oliveira de Paulaa","Braazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Silvio Marcos Dulcichh","Argentina","Club Aurora","Estadio Sudamericano Félix Capriles"
"Sonny Stevensss","Netherlandss","Jong FC Twente","De Grolsch Veste"
"Sonny Stevvens","Netherlandds","Twente","De Grolsch Veste"
"Sonny Stevensss","Netherlands","Football Club Twente","De Grolsch Veste"
"Sosha Makanii","Irann","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Sosha Makanii","Irann","Naft Tehran","Takhti Tehran"
"Sosha Makani","Irann","نفت تهران","Takhti Tehran"
"Sosha Makaniii","Irran","Naft Tehran Football Club","Takhti Tehran"
"Sosha MMakani","Iran","نفت تهران","Takhti Tehran Stadium"
"Sosha Makanii","Irann","Naft Tehran","Takhti Tehran Stadium"
"Sosha Makani","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Soshha Makani","IIran","Persepolis Tehran Football Club","Azadi Stadium"
"Sosha Makani","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"SSotirios Liberopoulos","GGreece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotirios Liberopouloss","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiirios Liberopoulos","Greecee","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotirios Liberopouloss","Greecee","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Sotirios Liberopouloss","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Sotirios Liberopouloss","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Sotiris Liberoopouloss","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiris Liberopooulos","Greecee","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiris Liberopoulosss","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Sotiris Liberopoulosss","Greecee","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Sotiris Liberopoulosss","Greecee","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Sotiris Liberopoulos","Greecee","AEK","Olympic Stadium (full official name of the stadium)"
"Stefano Tacconiii","Italyy","Juventus","Juventus Stadium"
"Stefano Tacconi","Itaaly","Juventus Football ClubS.p.A.","Juventus Stadium"
"Subhasish Roy Chowdhuryy","West Bengal","Atlético de Kolkata","Salt Lake Stadium"
"Subhasish Roy Chowdhury","West Bengall","Atlético de Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subhasish Roy Chowdhuryy","West Bengal","Atlético de Kolkata","Vivekananda Yuva Bharati Krirangan"
"Subhaasish Roy Chowdhuryy","West Bengall","Atlético de Kolkata","সল্ট লেক স্টেডিয়াম"
"Subhasish Roy Chowdhuryy","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Salt Lake Stadium"
"Subhasish Roy Chowdhuryy","West Bengall","অ্যাটলেটিকো ডি কলকাতা","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subhasish Roy Chowdhury","West Bengal","অ্যাটলেটিকো ডি কলকাতা","Vivekananda Yuva Bharati Krirangan"
"Subhasish Roy Chowdhuryy","West Bengall","অ্যাটলেটিকো ডি কলকাতা","সল্ট লেক স্টেডিয়াম"
"Subbhasissh Roy Chowdhury","West Bengal","East Bengal Football Club","Salt Lake Stadium"
"Subhhasish Roy Chowdhury","Weest Bengal","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Suubhasish Roy Chowdhuryy","West Bengall","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Subhasish Roy Chowdhuryyy","Westt Bengal","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"SSubrata PPal","West Bengall","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Subrata Pal","West Bengall","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subrata Paall","West Bengall","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Pall","West Bengal","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pall","West Bengall","East Bengal Football Club","Salt Lake Stadium"
"Subrata Pall","West Bengal","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subbrata Pal","West Bengall","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Palll","West Bengal","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Subrata Paal","West Bengal","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Subrata Pall","West Bengall","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Subrata Palll","West Benngal","Mohun Bagan Athletic Club","Salt Lake Stadium"
"Subrata Pallll","West Bengal","Mohun Bagan Athletic Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subbrrata Pall","West Bengall","Mohun Bagan Athletic Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Palll","West Bengall","Mohun Bagan Athletic Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pall","West Benggal","East Bengal Football Club","Salt Lake Stadium"
"Subrata Palll","West Bengal","East Bengal Football Club","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)"
"Subrata Pall","West Bengal","East Bengal Football Club","Vivekananda Yuva Bharati Krirangan"
"Subrata Pall","West Bengal","East Bengal Football Club","সল্ট লেক স্টেডিয়াম"
"Subrata Pall","West Bengal","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Subrata Pallll","West Bengall","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Séérgioo","Brazill","Vitória","Estádio Manoel Barradas"
"SSérgioo","Brazill","Esporte Clube Vitória","Estádio Manoel Barradas"
"Sérgio","Brazil","Esporte Clube Vitória","Barradão"
"Sérgioo","Brazil","Vitória","Barradão"
"Sérgio Luís de Araújoo","Braziil","Vitória","Estádio Manoel Barradas"
"Sérgio Luís de Araújoo","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Sérgio Luís de Araújoo","Brazill","Esporte Clube Vitória","Barradão"
"Séérgio Luís de Araújoo","BBrazil","Vitória","Barradão"
"Taha Zaarreei","Irann","Esteghlal Tehran Football Club","Azadi Stadium"
"Taha Zareeiii","Iran","Esteghlal","Azadi Stadium"
"Taha Zareei","IIran","استقلال","Azadi Stadium"
"Thheeo Snelders","Netherlandss","Football Club Twente","De Grolsch Veste"
"Theo Sneldersss","Netherlandss","Twente","De Grolsch Veste"
"Theodorus Antonius Gerardus Snelders","Netherlands","Twente","De Grolsch Veste"
"Theodorus Antonius Gerardus Sneldeerss","Netherlands","Football Club Twente","De Grolsch Veste"
"Theofanis Katergiannakiss","Greecee","Sevilla","Estadio Ramón Sánchez Pizjuán"
"Theofanis Katergiannakiss","Greeece","Sevilla Fútbol ClubSAD","Estadio Ramón Sánchez Pizjuán"
"Theofanis Katergiannakis","Greece","Sevilla","Ramón Sánchez Pizjuán"
"Theofanis Katergiannakiss","Greecee","Sevilla Fútbol ClubSAD","Ramón Sánchez Pizjuán"
"Theologis Papadopouloss","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Theollogis Papadopouloss","Greecce","AEK","Olympic Stadium (full official name of the stadium)"
"Theologis Papadopouloss","Greecee","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Theologis Papadoopoulos","Greecee","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Theologgis Papadopouloss","Greeece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Theologis Papadopoulosss","Greecee","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Thomas  N'Kono","Cameroon","Canon Kpakum Yaoundé","Stade Ahmadou Ahidjo"
"Thomas N'Konoo","Caameroon","Reial Club Deportiu","RCDE Stadium"
"Thomas N''Kono","Cameroon","Espanyol de Barcelona, S.A.D.","RCDE Stadium"
"TThommas N'Kono","Cameroonn","Espanyol","RCDE Stadium"
"Timothy Nocchii","Italyy","Juventus","Juventus Stadium"
"Timothy Noccchii","Italyy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Toni Turek","Germanyy","Düsseldorfer Turn- und Sportverein","ESPRIT arena"
"Toni Turekk","Germany","Fortuna Düsseldorf","ESPRIT arena"
